id,modality,slot_start,slot_end_inclusive,probability_drop,regression_signed_change,importance,selected
13,Text,21,24,-0.009307,0.011444,0.000381,False
13,Text,25,28,-0.009988,0.011658,0.000389,False
13,Text,29,30,0.002102,0.002096,0.002172,False
13,Audio,1,4,-0.008575,0.002279,7.6e-05,False
13,Audio,5,8,-0.009246,0.002625,8.7e-05,False
13,Audio,9,12,-0.008383,0.003276,0.000109,True
13,Audio,13,16,-0.002454,0.001434,4.8e-05,False
13,Audio,17,20,-0.003406,0.002401,8e-05,False
13,Audio,21,24,-0.002238,0.002553,8.5e-05,False
13,Audio,25,28,-0.002799,0.000793,2.6e-05,False
13,Audio,29,30,-0.002099,0.000844,2.8e-05,False
14,Text,1,4,-0.027445,-0.012085,0.000403,False
14,Text,5,8,-0.014382,-0.005778,0.000193,False
14,Text,9,12,-0.030172,-0.020793,0.000693,False
14,Text,13,16,-0.001308,0.011271,0.000376,False
14,Text,17,20,-0.043204,-0.037069,0.001236,False
14,Text,21,24,-0.039521,-0.030965,0.001032,False
14,Text,25,28,-0.008197,0.002401,8e-05,False
14,Text,29,32,-0.026725,-0.011556,0.000385,False
14,Text,33,35,0.003403,0.007161,0.003642,True
14,Vision,1,4,0.022671,0.024495,0.023488,False
14,Vision,5,8,0.02312,0.022258,0.023862,False
14,Vision,9,12,0.024572,0.025391,0.025418,False
14,Vision,13,16,0.028061,0.031291,0.029104,False
14,Vision,17,20,0.033011,0.037842,0.034273,False
14,Vision,21,24,0.02915,0.030518,0.030167,False
14,Vision,25,28,0.031344,0.03186,0.032406,False
14,Vision,29,32,0.034859,0.039917,0.03619,True
14,Vision,33,35,0.029686,0.033162,0.030792,False
14,Audio,1,4,0.007699,0.002808,0.007793,False
14,Audio,5,8,0.009854,0.004801,0.010014,True
14,Audio,9,12,0.007949,0.003581,0.008068,False
14,Audio,13,16,0.002137,0.003825,0.002264,False
14,Audio,17,20,0.002535,0.004598,0.002688,False
14,Audio,21,24,0.001543,0.001587,0.001596,False
14,Audio,25,28,0.001442,-0.000163,0.001447,False
14,Audio,29,32,0.003394,0.003296,0.003504,False
14,Audio,33,35,0.003089,0.002157,0.003161,False
15,Text,1,4,0.003057,0.024251,0.003865,False
15,Text,5,8,0.001879,0.015462,0.002394,False
15,Text,9,12,0.008735,0.055176,0.010574,False
15,Text,13,16,0.014797,0.088216,0.017738,False
15,Text,17,20,0.022038,0.125651,0.026227,True
15,Text,21,21,0.003281,0.01888,0.003911,False
15,Vision,1,4,-0.000783,-0.009115,0.000304,False
15,Vision,5,8,0.000106,-0.006348,0.000318,False
15,Vision,9,12,0.000959,-0.000814,0.000986,False
15,Vision,13,16,-0.001883,-0.014486,0.000483,False
15,Vision,17,20,0.002885,0.01123,0.003259,False
15,Vision,21,21,0.00818,0.03304,0.009281,True
15,Audio,1,4,0.002149,0.001465,0.002198,False
15,Audio,5,8,0.002669,0.007324,0.002914,True
15,Audio,9,12,0.00236,0.007324,0.002604,False
15,Audio,13,16,0.00116,0.001953,0.001225,False
15,Audio,17,20,0.001053,0.002767,0.001145,False
15,Audio,21,21,-4.7e-05,0.000977,3.3e-05,False
16,Text,1,4,0.001978,-0.099609,0.005298,False
16,Text,5,8,0.003595,-0.161458,0.008977,True
16,Text,9,11,0.002982,-0.141927,0.007713,False
16,Vision,1,4,0.000751,-0.020833,0.001445,False
16,Vision,5,8,0.00084,-0.030599,0.00186,True
16,Vision,9,11,0.000473,-0.023438,0.001254,False
16,Audio,1,4,0.000511,-0.004557,0.000663,False
16,Audio,5,8,0.000461,-0.013672,0.000917,True
16,Audio,9,11,0.000455,-0.011719,0.000846,False
17,Text,1,4,0.005356,0.070312,0.0077,False
17,Text,5,8,0.004973,0.06901,0.007274,False
17,Text,9,12,0.008079,0.109701,0.011736,True
17,Text,13,16,0.00764,0.110026,0.011307,False
17,Text,17,20,0.003306,0.039714,0.00463,False
17,Text,21,24,0.003226,0.05306,0.004995,False
17,Vision,1,4,0.000596,0.002604,0.000683,False
17,Vision,5,8,0.002616,0.033529,0.003734,True
17,Vision,9,12,-0.001031,-0.022135,0.000738,False
17,Vision,13,16,-0.001751,-0.028971,0.000966,False
17,Vision,17,20,-0.001876,-0.02181,0.000727,False
17,Vision,21,24,-0.002003,-0.031576,0.001053,False
17,Audio,1,4,0.000634,0.000977,0.000667,False
17,Audio,5,8,0.000739,0.006185,0.000945,True
17,Audio,9,12,0.000596,0.005859,0.000791,False
17,Audio,13,16,0.000527,0.001628,0.000582,False
17,Audio,17,20,0.000328,0.001302,0.000371,False
17,Audio,21,24,3.3e-05,-0.000651,5.4e-05,False
18,Text,1,4,-0.050785,0.058217,0.001941,False
18,Text,5,8,-0.063691,0.069672,0.002322,False
18,Text,9,12,-0.016827,0.003296,0.00011,False
18,Text,13,16,-0.022622,0.023753,0.000792,False
18,Text,17,20,-0.024719,0.011749,0.000392,False
18,Text,21,24,-0.042705,0.054108,0.001804,False
18,Text,25,28,0.015541,-0.056722,0.017432,False
18,Text,29,32,0.034617,-0.082771,0.037376,False
18,Text,33,36,0.048937,-0.121961,0.053002,True
18,Text,37,40,0.046398,-0.107107,0.049968,False
18,Text,41,44,-0.015071,-0.02597,0.000866,False
18,Text,45,48,-0.048092,0.063914,0.00213,False
18,Vision,1,4,0.009326,-0.019969,0.009991,False
18,Vision,5,8,0.008905,-0.017771,0.009498,False
18,Vision,9,12,0.008378,-0.018219,0.008985,False
18,Vision,13,16,0.008235,-0.01887,0.008864,False
18,Vision,17,20,0.006976,-0.013997,0.007442,False
18,Vision,21,24,0.007571,-0.015371,0.008083,False
18,Vision,25,28,0.00877,-0.013845,0.009231,False
18,Vision,29,32,0.008849,-0.016764,0.009408,False
18,Vision,33,36,0.010391,-0.019145,0.01103,False
18,Vision,37,40,0.009389,-0.016917,0.009953,False
18,Vision,41,44,0.013835,-0.02302,0.014603,False
18,Vision,45,48,0.015964,-0.026886,0.01686,True
18,Audio,1,4,0.013799,-0.011648,0.014188,False
18,Audio,5,8,0.009929,-0.011688,0.010319,False
18,Audio,9,12,0.015349,-0.022064,0.016084,False
18,Audio,13,16,0.002315,-0.01121,0.002688,False
18,Audio,17,20,0.004096,-0.00646,0.004311,False
18,Audio,21,24,0.003345,-0.00295,0.003443,False
18,Audio,25,28,0.006734,-0.019928,0.007399,False
18,Audio,29,32,0.003761,-0.004506,0.003911,False
18,Audio,33,36,0.009855,-0.013153,0.010293,False
18,Audio,37,40,0.008787,-0.008179,0.00906,False
18,Audio,41,44,0.015518,-0.021678,0.016241,True
18,Audio,45,48,0.008847,-0.007823,0.009108,False
19,Text,1,4,-0.026889,0.083872,0.002796,False
19,Text,5,8,0.037008,-0.082062,0.039743,False
19,Text,9,12,0.084447,-0.195953,0.090979,True
19,Text,13,16,0.013119,-0.006638,0.01334,False
19,Text,17,20,0.06558,-0.127594,0.069833,False
19,Text,21,24,-0.008951,0.025889,0.000863,False
19,Text,25,28,0.023405,-0.051687,0.025128,False
19,Text,29,32,0.060595,-0.1256,0.064781,False
19,Text,33,36,-0.080772,0.215085,0.00717,False
19,Text,37,39,-0.027234,0.064789,0.00216,False
19,Vision,1,4,-0.01206,0.016113,0.000537,False
19,Vision,5,8,-0.013217,0.02125,0.000708,False
19,Vision,9,12,-0.011913,0.020162,0.000672,False
19,Vision,13,16,-0.010809,0.016276,0.000543,False
19,Vision,17,20,-0.008877,0.021759,0.000725,False
19,Vision,21,24,-0.016522,0.034332,0.001144,True
19,Vision,25,28,-0.009133,0.021362,0.000712,False
19,Vision,29,32,-0.013123,0.025319,0.000844,False
19,Vision,33,36,-0.0095,0.018199,0.000607,False
19,Vision,37,39,-0.00529,0.008606,0.000287,False
19,Audio,1,4,0.00284,-0.005992,0.00304,False
19,Audio,5,8,-0.001421,-0.004649,0.000155,False
19,Audio,9,12,0.005473,-0.011325,0.00585,True
19,Audio,13,16,-0.001487,-0.006765,0.000225,False
19,Audio,17,20,0.000276,-0.004669,0.000432,False
19,Audio,21,24,-0.000451,-0.002747,9.2e-05,False
19,Audio,25,28,0.003256,-0.012202,0.003662,False
19,Audio,29,32,-0.000936,0.003377,0.000113,False
19,Audio,33,36,0.001654,-0.003408,0.001768,False
19,Audio,37,39,0.001994,-0.004964,0.00216,False
20,Text,1,4,0.015779,0.096517,0.018996,True
20,Text,5,8,0.009864,0.061686,0.011921,False
20,Text,9,12,-0.001635,0.001953,6.5e-05,False
20,Text,13,16,-0.000976,0.006836,0.000228,False
20,Text,17,20,0.006406,0.048503,0.008023,False
20,Text,21,24,0.003165,0.029785,0.004158,False
20,Text,25,28,-0.000289,0.01123,0.000374,False
20,Text,29,32,-0.008248,-0.040039,0.001335,False
20,Text,33,36,-0.003579,-0.00765,0.000255,False
20,Text,37,40,0.004338,0.043783,0.005798,False
20,Text,41,43,0.00211,0.019043,0.002745,False
20,Vision,1,4,-0.000485,-0.009928,0.000331,False
20,Vision,5,8,0.006416,0.029948,0.007414,False
20,Vision,9,12,0.007198,0.038249,0.008473,False
20,Vision,13,16,0.007814,0.041341,0.009192,True
20,Vision,17,20,0.006791,0.037435,0.008039,False
20,Vision,21,24,0.004185,0.019531,0.004836,False
20,Vision,25,28,-0.000452,-0.00765,0.000255,False
20,Vision,29,32,-0.000545,-0.01237,0.000412,False
20,Vision,33,36,-0.000149,-0.012207,0.000407,False
20,Vision,37,40,-0.000818,-0.016602,0.000553,False
20,Vision,41,43,-0.001597,-0.017415,0.000581,False
20,Audio,1,4,0.002562,0.00179,0.002621,False
20,Audio,5,8,0.003232,0.00944,0.003547,True
20,Audio,9,12,0.002966,0.007812,0.003226,False
20,Audio,13,16,0.001261,0.001465,0.001309,False
20,Audio,17,20,0.000679,0.001465,0.000728,False
20,Audio,21,24,4.4e-05,-0.000651,6.6e-05,False
20,Audio,25,28,0.000356,-0.000977,0.000389,False
20,Audio,29,32,0.001236,0.006673,0.001459,False
20,Audio,33,36,0.002141,0.006836,0.002369,False
20,Audio,37,40,0.001036,-0.000326,0.001047,False
20,Audio,41,43,0.001358,0.004557,0.001509,False
